3D_Animator	0	Animation_Artist	1
3D_Animator	0	3D_Character_Animator	1
3D_Animator	0	Character_Technical_Director	1
3D_Animator	0	Flash_Animator	1
3D_Animator	0	Animation_Lead	1
3D_Animator	0	Character_Designer	1
3D_Animator	0	3D_Generalist	1
3D_Animator	0	Animator	1
3D_Animator	0	Character_Rigger	1
3D_Animator	0	Animation_Instructor	1
3D_Animator	0	Character_Animator	1
3D_Animator	0	Animation_Director	1
3D_Animator	0	Assistant_Animator	1
3D_Animator	0	Computer_Animator	1
3D_Animator	0	Game_Artist	1
3D_Animator	0	Animation_Intern	1
3D_Animator	0	Visual_Development_Artist	1
3D_Animator	0	Technical_Animator	1
3D_Animator	0	Animation_Supervisor	1
Acupuncturist	0	Herbalist	1
Acupuncturist	0	Licensed_Acupuncturist	1
Aerospace_Engineer	0	Propulsion_Engineer	1
Aerospace_Engineer	0	Repair_Engineer	1
Aerospace_Engineer	0	Spacecraft_Engineer	1
Aerospace_Engineer	0	Flight_Test_Engineer	1
Aerospace_Engineer	0	Certification_Engineer	1
Aerospace_Engineer	0	Aerodynamics_Engineer	1
Aerospace_Engineer	0	Aeronautical_Engineer	1
Agronomist	0	Breeder	1
Agronomist	0	Agricultural_Engineer	1
Airline_Pilot	0	Contract_Pilot	1
Airline_Pilot	0	Line_Pilot	1
Airline_Pilot	0	Chief_Pilot	1
Airline_Pilot	0	Airline_Captain	1
Airline_Pilot	0	Corporate_Pilot	1
Airline_Pilot	0	Co_Pilot	1
Airline_Pilot	0	Chief_Flight_Instructor	1
Airline_Pilot	0	Flight_Instructor	1
Airline_Pilot	0	Director_of_Flight_Operations	1
Airline_Pilot	0	Airman	1
Airline_Pilot	0	Flight_Operations_Manager	1
Airline_Pilot	0	Assistant_Chief_Pilot	1
Airline_Pilot	0	Flying_Instructor	1
Airline_Pilot	0	Base_Manager	1
Airline_Pilot	0	Commercial_Pilot	1
Analog_Design_Engineer	0	Physical_Design_Manager	1
Analog_Design_Engineer	0	Digital_Design_Engineer	1
Analog_Design_Engineer	0	Physical_Design_Engineer	1
Analog_Design_Engineer	0	Staff_Design_Engineer	1
Analog_Design_Engineer	0	Design_Automation_Engineer	1
Analog_Design_Engineer	0	Layout_Design_Engineer	1
Analog_Design_Engineer	0	Principal_Design_Engineer	1
Analog_Design_Engineer	0	Physical_Designer	1
Analog_Design_Engineer	0	Circuit_Design_Engineer	1
Analog_Design_Engineer	0	Layout_Engineer	1
Analog_Design_Engineer	0	Principal_Hardware_Engineer	1
Analog_Design_Engineer	0	Circuit_Designer	1
